MTH,WRKDATE,YR,DIV,DIV_NAME,TYPE,TASK,WO,CRTDAT,EQ,FCT,LINE,SHOP,TRADE,HRS,period,perno,CRTYR,CRTMTH
4,10-04-07,2010,168,CGT-KF Perini 2,CA,          ,1000018   ,1091231,EMB0044        ,IEMBA801H                     ,IHYG2     ,SINST,MECA,4,2010-04,1,2009,12
3,10-03-04,2010,168,CGT-KF Perini 2,CA,          ,1000018   ,1091231,EMB0044        ,IEMBA801H                     ,IHYG2     ,SINST,MECA,2,2010-03,2,2009,12
1,10-01-28,2010,161,Cascades Groupe Tissu KF Mac 1,CA,          ,1000069   ,1091229,VALB0060       ,IFIC108                       ,ILIC1     ,SINST,MECA,2,2010-01,3,2009,12
1,10-01-15,2010,161,Cascades Groupe Tissu KF Mac 1,CA,          ,1000069   ,1091229,VALB0060       ,IFIC108                       ,ILIC1     ,SINST,MECA,1,2010-01,3,2009,12
1,10-01-05,2010,161,Cascades Groupe Tissu KF Mac 1,PA,IPVER186  ,1000374   ,1100104,TMPE101        ,I.ELE101                      ,ILIC1     ,SELEC,MOTEUR,2,2010-01,3,2010,01
1,10-01-11,2010,168,CGT-KF Perini 2,C3,          ,1000442   ,1100105,PAL0036        ,IPALE802G                     ,IHYG2     ,SINST,MECA,1,2010-01,3,2010,01
2,10-02-16,2010,101,Cascades EC - Kingsey Falls,CA,          ,1000468   ,1100105,CYL1195        ,DPASS001                      ,DSCH      ,SINST,MECA,3,2010-02,4,2010,01
5,10-05-18,2010,101,Cascades EC - Kingsey Falls,D3,          ,1000498-E4,1100421,BAT0476        ,DBATI100                      ,DGEN      ,SINST,MECA,2,2010-05,5,2010,04
1,10-01-18,2010,151,Cascades Papier Kingsey Falls,C3,          ,1000506   ,1100105,BAT0692        ,KBATI008                      ,KGEN      ,SELEC,MOTEUR,6,2010-01,3,2010,01
1,10-01-13,2010,115,CSA - Magasin,C3,          ,1000592   ,1100106,CYLD0113       ,MMAGA115                      ,SMAGA     ,SINST,MECA,4,2010-01,3,2010,01
1,10-01-12,2010,115,CSA - Magasin,C3,          ,1000592   ,1100106,CYLD0113       ,MMAGA115                      ,SMAGA     ,SINST,MECA,8,2010-01,3,2010,01
1,10-01-11,2010,115,CSA - Magasin,C3,          ,1000592   ,1100106,CYLD0113       ,MMAGA115                      ,SMAGA     ,SINST,MECA,5,2010-01,3,2010,01
3,10-03-22,2010,128,Forma-Pak - Mach. #4(BH4),C3,          ,1000626   ,1100107,MACH4          ,                              ,FMAC4     ,SINST,MECA,2,2010-03,2,2010,01
3,10-03-12,2010,128,Forma-Pak - Mach. #4(BH4),C3,          ,1000626   ,1100107,MACH4          ,                              ,FMAC4     ,SINST,MECA,1,2010-03,2,2010,01
2,10-02-17,2010,128,Forma-Pak - Mach. #4(BH4),C3,          ,1000626   ,1100107,MACH4          ,                              ,FMAC4     ,SINST,MECA,2,2010-02,4,2010,01
1,10-01-28,2010,128,Forma-Pak - Mach. #4(BH4),C3,          ,1000626   ,1100107,MACH4          ,                              ,FMAC4     ,SINST,MECA,4,2010-01,3,2010,01
1,10-01-27,2010,128,Forma-Pak - Mach. #4(BH4),C3,          ,1000626   ,1100107,MACH4          ,                              ,FMAC4     ,SINST,MECA,7,2010-01,3,2010,01
1,10-01-12,2010,128,Forma-Pak - Mach. #4(BH4),C3,          ,1000626   ,1100107,MACH4          ,                              ,FMAC4     ,SINST,MECA,3,2010-01,3,2010,01
1,10-01-26,2010,167,Cascades Groupe Tissu KF Desen,CA,          ,1000633   ,1091224,POM0316        ,IPOMP708                      ,IDESEN    ,SINST,MECA,3,2010-01,3,2009,12
1,10-01-26,2010,167,Cascades Groupe Tissu KF Desen,CA,          ,1000633   ,1091224,POM0316        ,IPOMP708                      ,IDESEN    ,SINST,MECA,1,2010-01,3,2009,12
1,10-01-26,2010,167,Cascades Groupe Tissu KF Desen,CA,          ,1000633   ,1091224,POM0316        ,IPOMP708                      ,IDESEN    ,SINST,MECA,0.5,2010-01,3,2009,12
1,10-01-25,2010,167,Cascades Groupe Tissu KF Desen,CA,          ,1000633   ,1091224,POM0316        ,IPOMP708                      ,IDESEN    ,SINST,MECA,1,2010-01,3,2009,12
1,10-01-27,2010,167,Cascades Groupe Tissu KF Desen,CA,          ,1000655   ,1100107,NET0086        ,INETT709                      ,IDESEN    ,SINST,MECA,2,2010-01,3,2010,01
1,10-01-26,2010,167,Cascades Groupe Tissu KF Desen,CA,          ,1000655   ,1100107,NET0086        ,INETT709                      ,IDESEN    ,SINST,MECA,2.5,2010-01,3,2010,01
1,10-01-25,2010,167,Cascades Groupe Tissu KF Desen,CA,          ,1000655   ,1100107,NET0086        ,INETT709                      ,IDESEN    ,SINST,MECA,1,2010-01,3,2010,01
1,10-01-21,2010,162,Cascades Groupe Tissu KF Mac 2,C3,          ,1000709   ,1100108,ENR0004        ,IENRL201                      ,ILIC2     ,SINST,MECA,8,2010-01,3,2010,01
1,10-01-20,2010,162,Cascades Groupe Tissu KF Mac 2,C3,          ,1000709   ,1100108,ENR0004        ,IENRL201                      ,ILIC2     ,SINST,MECA,4,2010-01,3,2010,01
12,10-12-01,2010,161,Cascades Groupe Tissu KF Mac 1,D3,EPX0005   ,1000714   ,1100108,EPIX-006       ,SEPIX                         ,SEPIX     ,SELEC,MOTEUR,2.5,2010-12,6,2010,01
11,10-11-30,2010,161,Cascades Groupe Tissu KF Mac 1,D3,EPX0005   ,1000714   ,1100108,EPIX-006       ,SEPIX                         ,SEPIX     ,SELEC,MOTEUR,3.5,2010-11,7,2010,01
11,10-11-29,2010,161,Cascades Groupe Tissu KF Mac 1,D3,EPX0005   ,1000714   ,1100108,EPIX-006       ,SEPIX                         ,SEPIX     ,SELEC,MOTEUR,2,2010-11,7,2010,01
11,10-11-24,2010,161,Cascades Groupe Tissu KF Mac 1,D3,EPX0005   ,1000714   ,1100108,EPIX-006       ,SEPIX                         ,SEPIX     ,SELEC,MOTEUR,0.75,2010-11,7,2010,01
11,10-11-23,2010,161,Cascades Groupe Tissu KF Mac 1,D3,EPX0005   ,1000714   ,1100108,EPIX-006       ,SEPIX                         ,SEPIX     ,SELEC,MOTEUR,5.5,2010-11,7,2010,01
11,10-11-22,2010,161,Cascades Groupe Tissu KF Mac 1,D3,EPX0005   ,1000714   ,1100108,EPIX-006       ,SEPIX                         ,SEPIX     ,SELEC,MOTEUR,2,2010-11,7,2010,01
12,10-12-01,2010,101,Cascades EC - Kingsey Falls,D3,EPX0005   ,1000716   ,1100108,EPIX-011       ,SEPIX                         ,SEPIX     ,SELEC,MOTEUR,4,2010-12,6,2010,01
11,10-11-24,2010,101,Cascades EC - Kingsey Falls,D3,EPX0005   ,1000716   ,1100108,EPIX-011       ,SEPIX                         ,SEPIX     ,SELEC,MOTEUR,4.75,2010-11,7,2010,01
11,10-11-25,2010,290,Plastiques Cascades,D3,EPX0005   ,1000717   ,1100108,EPIX-018       ,SEPIX                         ,SEPIX     ,SELEC,MOTEUR,1,2010-11,7,2010,01
12,10-12-01,2010,290,Plastiques Cascades,D3,EPX0005   ,1000717   ,1100108,EPIX-018       ,SEPIX                         ,SEPIX     ,SELEC,MOTEUR,1,2010-12,6,2010,01
12,10-12-02,2010,123,Cascades Forma-Pak,D3,EPX0005   ,1000718   ,1100108,EPIX-020       ,SEPIX                         ,SEPIX     ,SELEC,MOTEUR,1,2010-12,6,2010,01
12,10-12-01,2010,123,Cascades Forma-Pak,D3,EPX0005   ,1000718   ,1100108,EPIX-020       ,SEPIX                         ,SEPIX     ,SELEC,MOTEUR,0.5,2010-12,6,2010,01
11,10-11-25,2010,123,Cascades Forma-Pak,D3,EPX0005   ,1000718   ,1100108,EPIX-020       ,SEPIX                         ,SEPIX     ,SELEC,MOTEUR,1.5,2010-11,7,2010,01
12,10-12-02,2010,102,Cascades ConversionInc.,D3,EPX0005   ,1000719   ,1100108,EPIX-048       ,SEPIX                         ,SEPIX     ,SELEC,MOTEUR,1.5,2010-12,6,2010,01
11,10-11-25,2010,102,Cascades ConversionInc.,D3,EPX0005   ,1000719   ,1100108,EPIX-048       ,SEPIX                         ,SEPIX     ,SELEC,MOTEUR,1.5,2010-11,7,2010,01
12,10-12-02,2010,169,CGT-KF Couts communs&Entrepot,D3,EPX0005   ,1000720   ,1100108,EPIX-906       ,SEPIX                         ,SEPIX     ,SELEC,MOTEUR,2,2010-12,6,2010,01
11,10-11-25,2010,169,CGT-KF Couts communs&Entrepot,D3,EPX0005   ,1000720   ,1100108,EPIX-906       ,SEPIX                         ,SEPIX     ,SELEC,MOTEUR,3,2010-11,7,2010,01
11,14-11-28,2014,169,CGT-KF Couts communs&Entrepot,D3,          ,1000722   ,1100108,EPIX-906       ,SEPIX                         ,SEPIX     ,SELEC,MOTEUR,1,2014-11,8,2010,01
1,15-01-12,2015,169,CGT-KF Couts communs&Entrepot,D3,          ,1000722   ,1100108,EPIX-906       ,SEPIX                         ,SEPIX     ,SELEC,MOTEUR,2,2015-01,9,2010,01
2,15-02-02,2015,169,CGT-KF Couts communs&Entrepot,D3,          ,1000722   ,1100108,EPIX-906       ,SEPIX                         ,SEPIX     ,SELEC,MOTEUR,3,2015-02,10,2010,01
6,15-06-12,2015,169,CGT-KF Couts communs&Entrepot,D3,          ,1000722   ,1100108,EPIX-906       ,SEPIX                         ,SEPIX     ,SELEC,MOTEUR,1,2015-06,11,2010,01
6,15-06-19,2015,169,CGT-KF Couts communs&Entrepot,D3,          ,1000722   ,1100108,EPIX-906       ,SEPIX                         ,SEPIX     ,SELEC,MOTEUR,2,2015-06,11,2010,01
5,15-05-01,2015,101,Cascades EC - Kingsey Falls,D3,          ,1000726   ,1100108,EPIX-011       ,SEPIX                         ,SEPIX     ,SELEC,MOTEUR,2,2015-05,12,2010,01
1,15-01-19,2015,101,Cascades EC - Kingsey Falls,D3,          ,1000726   ,1100108,EPIX-011       ,SEPIX                         ,SEPIX     ,SELEC,MOTEUR,4,2015-01,9,2010,01
1,15-01-12,2015,101,Cascades EC - Kingsey Falls,D3,          ,1000726   ,1100108,EPIX-011       ,SEPIX                         ,SEPIX     ,SELEC,MOTEUR,2.5,2015-01,9,2010,01
12,14-12-12,2014,101,Cascades EC - Kingsey Falls,D3,          ,1000726   ,1100108,EPIX-011       ,SEPIX                         ,SEPIX     ,SELEC,MOTEUR,1,2014-12,13,2010,01
12,14-12-09,2014,101,Cascades EC - Kingsey Falls,D3,          ,1000726   ,1100108,EPIX-011       ,SEPIX                         ,SEPIX     ,SELEC,MOTEUR,3,2014-12,13,2010,01
11,14-11-28,2014,101,Cascades EC - Kingsey Falls,D3,          ,1000726   ,1100108,EPIX-011       ,SEPIX                         ,SEPIX     ,SELEC,MOTEUR,1,2014-11,8,2010,01
6,15-06-19,2015,101,Cascades EC - Kingsey Falls,D3,          ,1000726   ,1100108,EPIX-011       ,SEPIX                         ,SEPIX     ,SELEC,MOTEUR,2,2015-06,11,2010,01
7,15-07-02,2015,101,Cascades EC - Kingsey Falls,D3,          ,1000726   ,1100108,EPIX-011       ,SEPIX                         ,SEPIX     ,SELEC,MOTEUR,2,2015-07,14,2010,01
8,15-08-19,2015,101,Cascades EC - Kingsey Falls,D3,          ,1000726   ,1100108,EPIX-011       ,SEPIX                         ,SEPIX     ,SELEC,MOTEUR,3,2015-08,15,2010,01
3,16-03-10,2016,101,Cascades EC - Kingsey Falls,D3,          ,1000726   ,1100108,EPIX-011       ,SEPIX                         ,SEPIX     ,SELEC,MOTEUR,2,2016-03,16,2010,01
3,16-03-11,2016,101,Cascades EC - Kingsey Falls,D3,          ,1000726   ,1100108,EPIX-011       ,SEPIX                         ,SEPIX     ,SELEC,MOTEUR,2,2016-03,16,2010,01
4,16-04-08,2016,101,Cascades EC - Kingsey Falls,D3,          ,1000726   ,1100108,EPIX-011       ,SEPIX                         ,SEPIX     ,SELEC,MOTEUR,2,2016-04,17,2010,01
4,16-04-25,2016,101,Cascades EC - Kingsey Falls,D3,          ,1000726   ,1100108,EPIX-011       ,SEPIX                         ,SEPIX     ,SELEC,MOTEUR,3,2016-04,17,2010,01
5,16-05-16,2016,101,Cascades EC - Kingsey Falls,D3,          ,1000726   ,1100108,EPIX-011       ,SEPIX                         ,SEPIX     ,SELEC,MOTEUR,1,2016-05,18,2010,01
6,16-06-23,2016,101,Cascades EC - Kingsey Falls,D3,          ,1000726   ,1100108,EPIX-011       ,SEPIX                         ,SEPIX     ,SELEC,MOTEUR,1,2016-06,19,2010,01
10,16-10-21,2016,101,Cascades EC - Kingsey Falls,D3,          ,1000726   ,1100108,EPIX-011       ,SEPIX                         ,SEPIX     ,SELEC,MOTEUR,2,2016-10,20,2010,01
1,15-01-22,2015,161,Cascades Groupe Tissu KF Mac 1,D3,          ,1000727   ,1100108,EPIX-006       ,SEPIX                         ,SEPIX     ,SELEC,MOTEUR,2,2015-01,9,2010,01
2,16-02-22,2016,161,Cascades Groupe Tissu KF Mac 1,D3,          ,1000727   ,1100108,EPIX-006       ,SEPIX                         ,SEPIX     ,SELEC,MOTEUR,2,2016-02,21,2010,01
3,16-03-10,2016,161,Cascades Groupe Tissu KF Mac 1,D3,          ,1000727   ,1100108,EPIX-006       ,SEPIX                         ,SEPIX     ,SELEC,MOTEUR,2,2016-03,16,2010,01
3,16-03-11,2016,161,Cascades Groupe Tissu KF Mac 1,D3,          ,1000727   ,1100108,EPIX-006       ,SEPIX                         ,SEPIX     ,SELEC,MOTEUR,1,2016-03,16,2010,01
6,16-06-29,2016,161,Cascades Groupe Tissu KF Mac 1,D3,          ,1000727   ,1100108,EPIX-006       ,SEPIX                         ,SEPIX     ,SELEC,MOTEUR,3,2016-06,19,2010,01
7,16-07-15,2016,161,Cascades Groupe Tissu KF Mac 1,D3,          ,1000727   ,1100108,EPIX-006       ,SEPIX                         ,SEPIX     ,SELEC,MOTEUR,1,2016-07,22,2010,01
11,14-11-28,2014,151,Cascades Papier Kingsey Falls,D3,          ,1000728   ,1100108,EPIX-002       ,SEPIX                         ,SEPIX     ,SELEC,MOTEUR,1,2014-11,8,2010,01
1,15-01-12,2015,151,Cascades Papier Kingsey Falls,D3,          ,1000728   ,1100108,EPIX-002       ,SEPIX                         ,SEPIX     ,SELEC,MOTEUR,2,2015-01,9,2010,01
5,15-05-01,2015,151,Cascades Papier Kingsey Falls,D3,          ,1000728   ,1100108,EPIX-002       ,SEPIX                         ,SEPIX     ,SELEC,MOTEUR,1,2015-05,12,2010,01
3,16-03-10,2016,151,Cascades Papier Kingsey Falls,D3,          ,1000728   ,1100108,EPIX-002       ,SEPIX                         ,SEPIX     ,SELEC,MOTEUR,2,2016-03,16,2010,01
3,16-03-11,2016,151,Cascades Papier Kingsey Falls,D3,          ,1000728   ,1100108,EPIX-002       ,SEPIX                         ,SEPIX     ,SELEC,MOTEUR,1,2016-03,16,2010,01
10,16-10-21,2016,151,Cascades Papier Kingsey Falls,D3,          ,1000728   ,1100108,EPIX-002       ,SEPIX                         ,SEPIX     ,SELEC,MOTEUR,2,2016-10,20,2010,01
1,10-01-22,2010,168,CGT-KF Perini 2,C3,          ,1000765   ,1100108,CYL1178        ,MMAGA115                      ,SMAGA     ,SINST,MECA,3,2010-01,3,2010,01
1,10-01-13,2010,168,CGT-KF Perini 2,C3,          ,1000765   ,1100108,CYL1178        ,MMAGA115                      ,SMAGA     ,SINST,MECA,4,2010-01,3,2010,01
2,10-02-12,2010,101,Cascades EC - Kingsey Falls,C3,          ,1000819-E1,1100125,DET0013        ,DSECH002                      ,DSCH      ,SINST,MECA,6,2010-02,4,2010,01
1,10-01-27,2010,101,Cascades EC - Kingsey Falls,CA,          ,1000820   ,1100110,DET0016        ,DSECH003                      ,DSCH      ,SINST,MECA,2,2010-01,3,2010,01
1,10-01-12,2010,101,Cascades EC - Kingsey Falls,C3,          ,1001194   ,1100111,BAT0020        ,DBATI002                      ,DHUM      ,SELEC,MOTEUR,2,2010-01,3,2010,01
1,10-01-11,2010,101,Cascades EC - Kingsey Falls,C3,          ,1001194   ,1100111,BAT0020        ,DBATI002                      ,DHUM      ,SELEC,MOTEUR,1,2010-01,3,2010,01
2,10-02-09,2010,101,Cascades EC - Kingsey Falls,C3,SVER108   ,1001269   ,1100112,BAT0012        ,DBATI016                      ,DGEN      ,SELEC,MOTEUR,2,2010-02,4,2010,01
1,10-01-25,2010,101,Cascades EC - Kingsey Falls,C3,SVER108   ,1001269   ,1100112,BAT0012        ,DBATI016                      ,DGEN      ,SELEC,MOTEUR,3,2010-01,3,2010,01
1,10-01-15,2010,101,Cascades EC - Kingsey Falls,C3,SVER108   ,1001269   ,1100112,BAT0012        ,DBATI016                      ,DGEN      ,SELEC,MOTEUR,2,2010-01,3,2010,01
1,10-01-11,2010,101,Cascades EC - Kingsey Falls,C3,SVER108   ,1001269   ,1100112,BAT0012        ,DBATI016                      ,DGEN      ,SELEC,MOTEUR,4,2010-01,3,2010,01
2,10-02-16,2010,101,Cascades EC - Kingsey Falls,CA,          ,1001282   ,1100112,VALG0124       ,DEV014                        ,DTRI      ,SINST,MECA,4.5,2010-02,4,2010,01
2,10-02-16,2010,101,Cascades EC - Kingsey Falls,CA,          ,1001282   ,1100112,VALG0124       ,DEV014                        ,DTRI      ,SINST,MECA,0.5,2010-02,4,2010,01
7,10-07-15,2010,168,CGT-KF Perini 2,CA,          ,1001319   ,1100112,ROU0802        ,IEMBO801                      ,IHYG2     ,SINST,MECA,1,2010-07,23,2010,01
1,10-01-21,2010,101,Cascades EC - Kingsey Falls,CA,          ,1001325   ,1100112,BAT0476        ,DBATI100                      ,DGEN      ,SINST,MECA,4,2010-01,3,2010,01
2,10-02-17,2010,101,Cascades EC - Kingsey Falls,CA,          ,1001396   ,1100113,VALG0135       ,DEV062                        ,DHUM      ,SINST,MECA,2,2010-02,4,2010,01
2,10-02-16,2010,101,Cascades EC - Kingsey Falls,CA,          ,1001396   ,1100113,VALG0135       ,DEV062                        ,DHUM      ,SINST,MECA,1,2010-02,4,2010,01
2,10-02-16,2010,101,Cascades EC - Kingsey Falls,CA,          ,1001396   ,1100113,VALG0135       ,DEV062                        ,DHUM      ,SINST,MECA,1,2010-02,4,2010,01
2,10-02-03,2010,101,Cascades EC - Kingsey Falls,CA,          ,1001458   ,1100114,RAF0005        ,DRAFF001                      ,DHUM      ,SINST,MECA,2,2010-02,4,2010,01
1,10-01-19,2010,101,Cascades EC - Kingsey Falls,CA,          ,1001458   ,1100114,RAF0005        ,DRAFF001                      ,DHUM      ,SINST,MECA,2,2010-01,3,2010,01
1,10-01-15,2010,165,CGT-KF Perini 1,C3,SVER102   ,1001460   ,1100114,BAT0097        ,IBATI302                      ,IHYG2     ,SELEC,MOTEUR,2,2010-01,3,2010,01
1,10-01-14,2010,165,CGT-KF Perini 1,C3,SVER102   ,1001460   ,1100114,BAT0097        ,IBATI302                      ,IHYG2     ,SELEC,MOTEUR,4,2010-01,3,2010,01
1,10-01-26,2010,167,Cascades Groupe Tissu KF Desen,CA,          ,1001562   ,1091224,EPA0010        ,IEPAI703                      ,IDESEN    ,SINST,MECA,1,2010-01,3,2009,12
1,10-01-20,2010,167,Cascades Groupe Tissu KF Desen,CA,          ,1001562   ,1091224,EPA0010        ,IEPAI703                      ,IDESEN    ,SINST,MECA,2,2010-01,3,2009,12
2,10-02-16,2010,101,Cascades EC - Kingsey Falls,CA,          ,1001568   ,1100115,BAT0012        ,DBATI016                      ,DGEN      ,SELEC,MOTEUR,1,2010-02,4,2010,01
2,10-02-16,2010,101,Cascades EC - Kingsey Falls,CA,          ,1001568   ,1100115,BAT0012        ,DBATI016                      ,DGEN      ,SELEC,MOTEUR,2.5,2010-02,4,2010,01
2,10-02-16,2010,101,Cascades EC - Kingsey Falls,CA,          ,1001568   ,1100115,BAT0012        ,DBATI016                      ,DGEN      ,SELEC,MOTEUR,0.5,2010-02,4,2010,01
2,10-02-08,2010,101,Cascades EC - Kingsey Falls,CA,          ,1001568   ,1100115,BAT0012        ,DBATI016                      ,DGEN      ,SELEC,MOTEUR,1.5,2010-02,4,2010,01
1,10-01-29,2010,101,Cascades EC - Kingsey Falls,CA,          ,1001568   ,1100115,BAT0012        ,DBATI016                      ,DGEN      ,SELEC,MOTEUR,1,2010-01,3,2010,01
1,10-01-26,2010,101,Cascades EC - Kingsey Falls,CA,          ,1001568   ,1100115,BAT0012        ,DBATI016                      ,DGEN      ,SELEC,MOTEUR,2,2010-01,3,2010,01
1,10-01-21,2010,101,Cascades EC - Kingsey Falls,CA,          ,1001568   ,1100115,BAT0012        ,DBATI016                      ,DGEN      ,SELEC,MOTEUR,1,2010-01,3,2010,01
1,10-01-15,2010,101,Cascades EC - Kingsey Falls,CA,          ,1001568   ,1100115,BAT0012        ,DBATI016                      ,DGEN      ,SELEC,MOTEUR,2,2010-01,3,2010,01
4,10-04-09,2010,101,Cascades EC - Kingsey Falls,CA,          ,1001644   ,1100117,PRE0009        ,DPRES003                      ,DHUM      ,SINST,MECA,2,2010-04,1,2010,01
4,10-04-09,2010,101,Cascades EC - Kingsey Falls,CA,          ,1001644   ,1100117,PRE0009        ,DPRES003                      ,DHUM      ,SINST,MECA,2,2010-04,1,2010,01
4,10-04-08,2010,101,Cascades EC - Kingsey Falls,CA,          ,1001644   ,1100117,PRE0009        ,DPRES003                      ,DHUM      ,SINST,MECA,2,2010-04,1,2010,01
4,10-04-08,2010,101,Cascades EC - Kingsey Falls,CA,          ,1001644   ,1100117,PRE0009        ,DPRES003                      ,DHUM      ,SINST,MECA,2.5,2010-04,1,2010,01
4,10-04-08,2010,101,Cascades EC - Kingsey Falls,CA,          ,1001644   ,1100117,PRE0009        ,DPRES003                      ,DHUM      ,SINST,MECA,0.5,2010-04,1,2010,01
2,10-02-03,2010,101,Cascades EC - Kingsey Falls,CA,          ,1001644   ,1100117,PRE0009        ,DPRES003                      ,DHUM      ,SINST,MECA,2,2010-02,4,2010,01
3,10-03-29,2010,107,Cascades Canada - Bureau,C3,          ,1001661   ,1100113,BAT0032        ,BATI0108                      ,BUREAU    ,SINST,MECA,2,2010-03,2,2010,01
5,10-05-06,2010,108,Cascades Canada - Administrat.,C3,          ,1001662   ,1100113,BAT0818        ,BATI0108                      ,BUREAU    ,SINST,MECA,4,2010-05,5,2010,01
4,10-04-27,2010,108,Cascades Canada - Administrat.,C3,          ,1001662   ,1100113,BAT0818        ,BATI0108                      ,BUREAU    ,SINST,MECA,8,2010-04,1,2010,01
3,10-03-30,2010,108,Cascades Canada - Administrat.,C3,          ,1001662   ,1100113,BAT0818        ,BATI0108                      ,BUREAU    ,SINST,MECA,2,2010-03,2,2010,01
3,10-03-25,2010,108,Cascades Canada - Administrat.,C3,          ,1001662   ,1100113,BAT0818        ,BATI0108                      ,BUREAU    ,SINST,MECA,2,2010-03,2,2010,01
11,10-11-25,2010,151,Cascades Papier Kingsey Falls,D3,EPX0005   ,1001939   ,1100118,EPIX-002       ,SEPIX                         ,SEPIX     ,SELEC,MOTEUR,1,2010-11,7,2010,01
11,10-11-26,2010,151,Cascades Papier Kingsey Falls,D3,EPX0005   ,1001939   ,1100118,EPIX-002       ,SEPIX                         ,SEPIX     ,SELEC,MOTEUR,5.5,2010-11,7,2010,01
12,10-12-02,2010,151,Cascades Papier Kingsey Falls,D3,EPX0005   ,1001939   ,1100118,EPIX-002       ,SEPIX                         ,SEPIX     ,SELEC,MOTEUR,1,2010-12,6,2010,01
12,10-12-03,2010,151,Cascades Papier Kingsey Falls,D3,EPX0005   ,1001939   ,1100118,EPIX-002       ,SEPIX                         ,SEPIX     ,SELEC,MOTEUR,5,2010-12,6,2010,01
1,11-01-28,2011,151,Cascades Papier Kingsey Falls,D3,EPX0005   ,1001939   ,1100118,EPIX-002       ,SEPIX                         ,SEPIX     ,SELEC,MOTEUR,3,2011-01,24,2010,01
2,10-02-03,2010,165,CGT-KF Perini 1,C3,          ,1001944   ,1100118,BAT0097        ,IBATI302                      ,IHYG2     ,SELEC,MOTEUR,4,2010-02,4,2010,01
1,10-01-25,2010,165,CGT-KF Perini 1,C3,          ,1001944   ,1100118,BAT0097        ,IBATI302                      ,IHYG2     ,SELEC,MOTEUR,1,2010-01,3,2010,01
1,10-01-18,2010,165,CGT-KF Perini 1,C3,          ,1001944   ,1100118,BAT0097        ,IBATI302                      ,IHYG2     ,SELEC,MOTEUR,2,2010-01,3,2010,01
1,10-01-15,2010,165,CGT-KF Perini 1,C3,          ,1001944   ,1100118,BAT0097        ,IBATI302                      ,IHYG2     ,SELEC,MOTEUR,1,2010-01,3,2010,01
1,10-01-13,2010,165,CGT-KF Perini 1,C3,          ,1001944   ,1100118,BAT0097        ,IBATI302                      ,IHYG2     ,SELEC,MOTEUR,2,2010-01,3,2010,01
2,10-02-12,2010,165,CGT-KF Perini 1,C3,          ,1001946   ,1100118,BAT0097        ,IBATI302                      ,IHYG2     ,SELEC,MOTEUR,1,2010-02,4,2010,01
2,10-02-11,2010,165,CGT-KF Perini 1,C3,          ,1001946   ,1100118,BAT0097        ,IBATI302                      ,IHYG2     ,SELEC,MOTEUR,8,2010-02,4,2010,01
2,10-02-11,2010,165,CGT-KF Perini 1,C3,          ,1001946   ,1100118,BAT0097        ,IBATI302                      ,IHYG2     ,SELEC,MOTEUR,7,2010-02,4,2010,01
1,10-01-19,2010,165,CGT-KF Perini 1,C3,          ,1001946   ,1100118,BAT0097        ,IBATI302                      ,IHYG2     ,SELEC,MOTEUR,2,2010-01,3,2010,01
1,10-01-18,2010,165,CGT-KF Perini 1,C3,          ,1001946   ,1100118,BAT0097        ,IBATI302                      ,IHYG2     ,SELEC,MOTEUR,2,2010-01,3,2010,01
1,10-01-15,2010,165,CGT-KF Perini 1,C3,          ,1001946   ,1100118,BAT0097        ,IBATI302                      ,IHYG2     ,SELEC,MOTEUR,1,2010-01,3,2010,01
6,10-06-28,2010,117,CSA - Electro-Instrum.,M3,          ,1002025   ,1100118,A18            ,SVEHI001                      ,SATEL     ,SELEC,MOTEUR,1,2010-06,25,2010,01
1,10-01-22,2010,169,CGT-KF Couts communs&Entrepot,C3,          ,1002053   ,1100119,UHY0135        ,IPRES501                      ,IGENC     ,SINST,MECA,2,2010-01,3,2010,01
3,10-03-25,2010,290,Plastiques Cascades,PA,PVER201   ,1002113   ,1100119,SHUT176        ,PTHER176A                     ,PTH13     ,SINST,MECA,1,2010-03,2,2010,01
4,10-04-07,2010,151,Cascades Papier Kingsey Falls,CA,          ,1002157   ,1100118,SEC0120        ,KSECH011                      ,KSCH      ,SELEC,MOTEUR,4,2010-04,1,2010,01
2,10-02-08,2010,151,Cascades Papier Kingsey Falls,CA,          ,1002175   ,1100120,KVENT047_M     ,KVENT047                      ,KSCH      ,SINST,MECA,2,2010-02,4,2010,01
2,10-02-16,2010,101,Cascades EC - Kingsey Falls,CA,          ,1002179   ,1100118,CYL0715        ,DEV013                        ,DTRI      ,SINST,MECA,2,2010-02,4,2010,01
2,10-02-15,2010,101,Cascades EC - Kingsey Falls,CA,          ,1002179   ,1100118,CYL0715        ,DEV013                        ,DTRI      ,SINST,MECA,2,2010-02,4,2010,01
2,10-02-05,2010,101,Cascades EC - Kingsey Falls,CA,          ,1002179   ,1100118,CYL0715        ,DEV013                        ,DTRI      ,SINST,MECA,4,2010-02,4,2010,01
2,10-02-05,2010,101,Cascades EC - Kingsey Falls,CA,          ,1002179   ,1100118,CYL0715        ,DEV013                        ,DTRI      ,SINST,MECA,2,2010-02,4,2010,01
2,10-02-04,2010,101,Cascades EC - Kingsey Falls,CA,          ,1002179   ,1100118,CYL0715        ,DEV013                        ,DTRI      ,SINST,MECA,8,2010-02,4,2010,01
2,10-02-01,2010,101,Cascades EC - Kingsey Falls,CA,          ,1002179   ,1100118,CYL0715        ,DEV013                        ,DTRI      ,SINST,MECA,2,2010-02,4,2010,01
