MTH,WRKDATE,YR,DIV,DIV_NAME,TYPE,TASK,WO,CRTDAT,EQ,FCT,LINE,SHOP,TRADE,HRS,period,perno,CRTYR,CRTMTH
9,10-09-17,2010,163,Cascades Groupe Tissu KF Mac 3,CA,          ,1021530   ,1100714,M-050-002      ,IVENT305                      ,ILIC3     ,SELEC,MOTEUR,1,2010-09,29,2010,07
9,10-09-10,2010,163,Cascades Groupe Tissu KF Mac 3,CA,          ,1021530   ,1100714,M-050-002      ,IVENT305                      ,ILIC3     ,SELEC,MOTEUR,1,2010-09,29,2010,07
7,10-07-16,2010,163,Cascades Groupe Tissu KF Mac 3,CA,          ,1021530   ,1100714,M-050-002      ,IVENT305                      ,ILIC3     ,SELEC,MOTEUR,1,2010-07,23,2010,07
10,10-10-08,2010,161,Cascades Groupe Tissu KF Mac 1,CA,          ,1021539   ,1100714,BAT0021        ,IBATI101                      ,ILIC1     ,SELEC,MOTEUR,1,2010-10,26,2010,07
10,10-10-07,2010,161,Cascades Groupe Tissu KF Mac 1,CA,          ,1021539   ,1100714,BAT0021        ,IBATI101                      ,ILIC1     ,SELEC,MOTEUR,3,2010-10,26,2010,07
10,10-10-07,2010,161,Cascades Groupe Tissu KF Mac 1,CA,          ,1021539   ,1100714,BAT0021        ,IBATI101                      ,ILIC1     ,SELEC,MOTEUR,3,2010-10,26,2010,07
10,10-10-01,2010,161,Cascades Groupe Tissu KF Mac 1,CA,          ,1021539   ,1100714,BAT0021        ,IBATI101                      ,ILIC1     ,SELEC,MOTEUR,1.5,2010-10,26,2010,07
8,10-08-23,2010,161,Cascades Groupe Tissu KF Mac 1,C3,          ,1021540   ,1100714,BAT0021        ,IBATI101                      ,ILIC1     ,SELEC,MOTEUR,1,2010-08,31,2010,07
8,10-08-17,2010,162,Cascades Groupe Tissu KF Mac 2,CA,          ,1021541   ,1100714,BAT0091        ,IBATI202                      ,ILIC2     ,SELEC,MOTEUR,6,2010-08,31,2010,07
8,10-08-17,2010,162,Cascades Groupe Tissu KF Mac 2,CA,          ,1021541   ,1100714,BAT0091        ,IBATI202                      ,ILIC2     ,SELEC,MOTEUR,4,2010-08,31,2010,07
8,10-08-16,2010,162,Cascades Groupe Tissu KF Mac 2,CA,          ,1021541   ,1100714,BAT0091        ,IBATI202                      ,ILIC2     ,SELEC,MOTEUR,1,2010-08,31,2010,07
9,10-09-24,2010,151,Cascades Papier Kingsey Falls,C3,          ,1021544   ,1100714,VAL0541        ,KNETT014                      ,KTRI      ,SINST,MECA,4,2010-09,29,2010,07
9,10-09-23,2010,151,Cascades Papier Kingsey Falls,C3,          ,1021544   ,1100714,VAL0541        ,KNETT014                      ,KTRI      ,SINST,MECA,4,2010-09,29,2010,07
8,10-08-05,2010,165,CGT-KF Perini 1,CA,          ,1021548   ,1100714,BAT0097        ,IBATI302                      ,IHYG2     ,SELEC,MOTEUR,2,2010-08,31,2010,07
7,10-07-27,2010,168,CGT-KF Perini 2,CA,          ,1021573   ,1100715,NET0313        ,INETT502                      ,IGENC     ,SINST,MECA,1,2010-07,23,2010,07
1,11-01-13,2011,162,Cascades Groupe Tissu KF Mac 2,C3,          ,1021579   ,1100713,BAT0027        ,IBATI203                      ,ILIC2     ,SELEC,MOTEUR,5,2011-01,24,2010,07
7,10-07-16,2010,162,Cascades Groupe Tissu KF Mac 2,C3,          ,1021579   ,1100713,BAT0027        ,IBATI203                      ,ILIC2     ,SELEC,MOTEUR,1,2010-07,23,2010,07
7,10-07-15,2010,162,Cascades Groupe Tissu KF Mac 2,C3,          ,1021579   ,1100713,BAT0027        ,IBATI203                      ,ILIC2     ,SELEC,MOTEUR,1,2010-07,23,2010,07
1,11-01-11,2011,162,Cascades Groupe Tissu KF Mac 2,C3,          ,1021584   ,1100712,BAT0027        ,IBATI203                      ,ILIC2     ,SELEC,MOTEUR,4,2011-01,24,2010,07
8,10-08-26,2010,103,Cascades Forma-Pak -Mach. #1,C3,          ,1021657   ,1100715,MGB-000 1/4-109,FCONV205                      ,FMAC2     ,SELEC,MOTEUR,2,2010-08,31,2010,07
8,10-08-24,2010,103,Cascades Forma-Pak -Mach. #1,C3,          ,1021657   ,1100715,MGB-000 1/4-109,FCONV205                      ,FMAC2     ,SELEC,MOTEUR,1.5,2010-08,31,2010,07
8,10-08-09,2010,101,Cascades EC - Kingsey Falls,CA,          ,1021750   ,1100716,AGI0101        ,DAGIT004                      ,DHUM      ,SELEC,MOTEUR,2,2010-08,31,2010,07
8,10-08-17,2010,162,Cascades Groupe Tissu KF Mac 2,CA,          ,1022203   ,1100707,POM0925        ,IPOMP201                      ,ILIC2     ,SINST,MECA,3,2010-08,31,2010,07
8,10-08-17,2010,162,Cascades Groupe Tissu KF Mac 2,CA,          ,1022203   ,1100707,POM0925        ,IPOMP201                      ,ILIC2     ,SINST,MECA,4,2010-08,31,2010,07
8,10-08-12,2010,162,Cascades Groupe Tissu KF Mac 2,C3,          ,1022203-E1,1100721,POM0925        ,IPOMP201                      ,ILIC2     ,SINST,MECA,2,2010-08,31,2010,07
8,10-08-06,2010,162,Cascades Groupe Tissu KF Mac 2,C3,          ,1022203-E1,1100721,POM0925        ,IPOMP201                      ,ILIC2     ,SINST,MECA,4,2010-08,31,2010,07
7,10-07-23,2010,163,Cascades Groupe Tissu KF Mac 3,C3,          ,1022240   ,1100720,DIV0640        ,IENRL301A                     ,ILIC3     ,SINST,MECA,2,2010-07,23,2010,07
7,10-07-22,2010,163,Cascades Groupe Tissu KF Mac 3,C3,          ,1022240   ,1100720,DIV0640        ,IENRL301A                     ,ILIC3     ,SINST,MECA,4,2010-07,23,2010,07
7,10-07-21,2010,163,Cascades Groupe Tissu KF Mac 3,C3,          ,1022240   ,1100720,DIV0640        ,IENRL301A                     ,ILIC3     ,SINST,MECA,2,2010-07,23,2010,07
1,11-01-21,2011,162,Cascades Groupe Tissu KF Mac 2,C3,          ,1022350   ,1100722,M-125-038      ,IPOMP209                      ,ILIC2     ,SELEC,MOTEUR,1,2011-01,24,2010,07
1,11-01-17,2011,162,Cascades Groupe Tissu KF Mac 2,C3,          ,1022350   ,1100722,M-125-038      ,IPOMP209                      ,ILIC2     ,SELEC,MOTEUR,1,2011-01,24,2010,07
8,10-08-06,2010,101,Cascades EC - Kingsey Falls,CA,          ,1022444   ,1100723,BAT0012        ,DBATI016                      ,DGEN      ,SELEC,MOTEUR,3,2010-08,31,2010,07
8,10-08-05,2010,101,Cascades EC - Kingsey Falls,CA,          ,1022444   ,1100723,BAT0012        ,DBATI016                      ,DGEN      ,SELEC,MOTEUR,4.5,2010-08,31,2010,07
8,10-08-05,2010,101,Cascades EC - Kingsey Falls,CA,          ,1022444   ,1100723,BAT0012        ,DBATI016                      ,DGEN      ,SELEC,MOTEUR,1.5,2010-08,31,2010,07
8,10-08-05,2010,101,Cascades EC - Kingsey Falls,CA,          ,1022444   ,1100723,BAT0012        ,DBATI016                      ,DGEN      ,SELEC,MOTEUR,1,2010-08,31,2010,07
7,10-07-27,2010,101,Cascades EC - Kingsey Falls,CA,          ,1022444   ,1100723,BAT0012        ,DBATI016                      ,DGEN      ,SELEC,MOTEUR,6,2010-07,23,2010,07
7,10-07-23,2010,101,Cascades EC - Kingsey Falls,CA,          ,1022444   ,1100723,BAT0012        ,DBATI016                      ,DGEN      ,SELEC,MOTEUR,2,2010-07,23,2010,07
8,10-08-25,2010,161,Cascades Groupe Tissu KF Mac 1,PA,IPINS022  ,1022818   ,1100723,TAB0005        ,IEXTR101                      ,ILIC1     ,SINST,MECA,1,2010-08,31,2010,07
8,10-08-17,2010,162,Cascades Groupe Tissu KF Mac 2,PA,IPINS022  ,1022819   ,1100723,TAB0017        ,IEXTR201A                     ,ILIC2     ,SINST,MECA,1,2010-08,31,2010,07
8,10-08-25,2010,161,Cascades Groupe Tissu KF Mac 1,PA,IPINS022  ,1022825   ,1100723,TAB0101        ,IEXTR101C/1                   ,ILIC1     ,SINST,MECA,1,2010-08,31,2010,07
9,10-09-09,2010,167,Cascades Groupe Tissu KF Desen,CA,          ,1023050   ,1100707,RES0073        ,IRESE701                      ,IDESEN    ,SINST,MECA,3,2010-09,29,2010,07
9,10-09-09,2010,167,Cascades Groupe Tissu KF Desen,CA,          ,1023050   ,1100707,RES0073        ,IRESE701                      ,IDESEN    ,SINST,MECA,1,2010-09,29,2010,07
9,10-09-08,2010,167,Cascades Groupe Tissu KF Desen,CA,          ,1023050   ,1100707,RES0073        ,IRESE701                      ,IDESEN    ,SINST,MECA,2,2010-09,29,2010,07
8,10-08-23,2010,167,Cascades Groupe Tissu KF Desen,C3,          ,1023050-E1,1100811,RES0073        ,IRESE701                      ,IDESEN    ,SINST,MECA,2,2010-08,31,2010,08
8,10-08-20,2010,167,Cascades Groupe Tissu KF Desen,C3,          ,1023050-E1,1100811,RES0073        ,IRESE701                      ,IDESEN    ,SINST,MECA,1,2010-08,31,2010,08
8,10-08-13,2010,101,Cascades EC - Kingsey Falls,CA,          ,1023130   ,1100727,ROU0709        ,DCALD002                      ,DSEC      ,SINST,MECA,2,2010-08,31,2010,07
8,10-08-31,2010,102,Cascades ConversionInc.,CA,          ,1023158   ,1100728,DEV0044        ,CDEVI256                      ,CBOB256   ,SINST,MECA,2,2010-08,31,2010,07
8,10-08-12,2010,102,Cascades ConversionInc.,CA,          ,1023158   ,1100728,DEV0044        ,CDEVI256                      ,CBOB256   ,SINST,MECA,1,2010-08,31,2010,07
7,10-07-30,2010,102,Cascades ConversionInc.,CA,          ,1023158   ,1100728,DEV0044        ,CDEVI256                      ,CBOB256   ,SINST,MECA,2,2010-07,23,2010,07
7,10-07-29,2010,102,Cascades ConversionInc.,CA,          ,1023158   ,1100728,DEV0044        ,CDEVI256                      ,CBOB256   ,SINST,MECA,1,2010-07,23,2010,07
7,10-07-28,2010,102,Cascades ConversionInc.,CA,          ,1023158   ,1100728,DEV0044        ,CDEVI256                      ,CBOB256   ,SINST,MECA,2,2010-07,23,2010,07
9,10-09-13,2010,103,Cascades Forma-Pak -Mach. #1,CA,          ,1023216   ,1100728,FEV108-M       ,FEV108                        ,FMAC1     ,SINST,MECA,8,2010-09,29,2010,07
9,10-09-13,2010,103,Cascades Forma-Pak -Mach. #1,CA,          ,1023216   ,1100728,FEV108-M       ,FEV108                        ,FMAC1     ,SINST,MECA,8,2010-09,29,2010,07
9,10-09-10,2010,103,Cascades Forma-Pak -Mach. #1,CA,          ,1023216   ,1100728,FEV108-M       ,FEV108                        ,FMAC1     ,SINST,MECA,4,2010-09,29,2010,07
3,12-03-16,2012,422,CIP Section Fabrication,CA,          ,1023252   ,1100729,BAT0184        ,SBATI043                      ,SPROJET   ,SELEC,MOTEUR,1,2012-03,44,2010,07
3,12-03-15,2012,422,CIP Section Fabrication,CA,          ,1023252   ,1100729,BAT0184        ,SBATI043                      ,SPROJET   ,SELEC,MOTEUR,2,2012-03,44,2010,07
7,11-07-29,2011,422,CIP Section Fabrication,CA,          ,1023252   ,1100729,BAT0184        ,SBATI043                      ,SPROJET   ,SELEC,MOTEUR,1,2011-07,43,2010,07
5,11-05-30,2011,422,CIP Section Fabrication,CA,          ,1023253   ,1100729,BAT0184        ,SBATI043                      ,SPROJET   ,SELEC,MOTEUR,1,2011-05,35,2010,07
5,11-05-28,2011,422,CIP Section Fabrication,CA,          ,1023253   ,1100729,BAT0184        ,SBATI043                      ,SPROJET   ,SELEC,MOTEUR,11.75,2011-05,35,2010,07
5,11-05-19,2011,422,CIP Section Fabrication,CA,          ,1023253   ,1100729,BAT0184        ,SBATI043                      ,SPROJET   ,SELEC,MOTEUR,1,2011-05,35,2010,07
8,10-08-06,2010,168,CGT-KF Perini 2,CA,          ,1023254   ,1100729,RED0538        ,INETT504                      ,IGENC     ,SELEC,MOTEUR,1,2010-08,31,2010,07
8,10-08-04,2010,168,CGT-KF Perini 2,CA,          ,1023254   ,1100729,RED0538        ,INETT504                      ,IGENC     ,SELEC,MOTEUR,3,2010-08,31,2010,07
8,10-08-03,2010,168,CGT-KF Perini 2,CA,          ,1023254   ,1100729,RED0538        ,INETT504                      ,IGENC     ,SELEC,MOTEUR,3,2010-08,31,2010,07
8,10-08-02,2010,168,CGT-KF Perini 2,CA,          ,1023254   ,1100729,RED0538        ,INETT504                      ,IGENC     ,SELEC,MOTEUR,2.5,2010-08,31,2010,07
7,10-07-30,2010,168,CGT-KF Perini 2,CA,          ,1023254   ,1100729,RED0538        ,INETT504                      ,IGENC     ,SELEC,MOTEUR,2,2010-07,23,2010,07
4,11-04-03,2011,422,CIP Section Fabrication,CA,          ,1023255   ,1100729,BAT0184        ,SBATI043                      ,SPROJET   ,SELEC,MOTEUR,1,2011-04,41,2010,07
8,10-08-11,2010,424,CIP Section Projets,CA,          ,1023257   ,1100729,BAT0195        ,SBATI078                      ,SPROJET   ,SELEC,MOTEUR,1,2010-08,31,2010,07
7,11-07-27,2011,151,Cascades Papier Kingsey Falls,C3,          ,1023275   ,1100729,BAT0694        ,KBATI027                      ,KGEN      ,SELEC,MOTEUR,3,2011-07,43,2010,07
2,12-02-08,2012,151,Cascades Papier Kingsey Falls,C3,          ,1023276   ,1100729,BAT0694        ,KBATI027                      ,KGEN      ,SELEC,MOTEUR,2,2012-02,45,2010,07
2,12-02-09,2012,151,Cascades Papier Kingsey Falls,C3,          ,1023282   ,1100729,BAT0693        ,KBATI003                      ,KGEN      ,SELEC,MOTEUR,2,2012-02,45,2010,07
9,10-09-17,2010,168,CGT-KF Perini 2,C3,          ,1023315   ,1100730,CYL0999        ,IEMPA801E                     ,IHYG2     ,SINST,MECA,3,2010-09,29,2010,07
12,10-12-03,2010,169,CGT-KF Couts communs&Entrepot,C3,          ,1023316   ,1100730,UHY0135        ,IPRES501                      ,IGENC     ,SINST,MECA,1,2010-12,6,2010,07
9,10-09-03,2010,169,CGT-KF Couts communs&Entrepot,C3,          ,1023316   ,1100730,UHY0135        ,IPRES501                      ,IGENC     ,SINST,MECA,2,2010-09,29,2010,07
9,10-09-02,2010,169,CGT-KF Couts communs&Entrepot,C3,          ,1023316   ,1100730,UHY0135        ,IPRES501                      ,IGENC     ,SINST,MECA,2,2010-09,29,2010,07
7,10-07-30,2010,161,Cascades Groupe Tissu KF Mac 1,C3,          ,1023319   ,1100729,CYLD0257       ,IUHYD104                      ,ILIC1     ,SINST,MECA,6,2010-07,23,2010,07
7,10-07-30,2010,161,Cascades Groupe Tissu KF Mac 1,C3,          ,1023319   ,1100729,CYLD0257       ,IUHYD104                      ,ILIC1     ,SINST,MECA,4,2010-07,23,2010,07
7,10-07-30,2010,290,Plastiques Cascades,C3,          ,1023352   ,1100730,COM0041        ,PCOMP001                      ,PEQAU     ,SINST,MECA,1,2010-07,23,2010,07
9,10-09-09,2010,167,Cascades Groupe Tissu KF Desen,CA,          ,1023381   ,1100731,VALB0087       ,IPIC_5_2                      ,IDESEN    ,SINST,MECA,2,2010-09,29,2010,07
9,10-09-08,2010,167,Cascades Groupe Tissu KF Desen,CA,          ,1023381   ,1100731,VALB0087       ,IPIC_5_2                      ,IDESEN    ,SINST,MECA,4,2010-09,29,2010,07
9,10-09-08,2010,167,Cascades Groupe Tissu KF Desen,CA,          ,1023381   ,1100731,VALB0087       ,IPIC_5_2                      ,IDESEN    ,SINST,MECA,1,2010-09,29,2010,07
9,10-09-08,2010,167,Cascades Groupe Tissu KF Desen,CA,          ,1023381   ,1100731,VALB0087       ,IPIC_5_2                      ,IDESEN    ,SINST,MECA,6,2010-09,29,2010,07
9,10-09-07,2010,167,Cascades Groupe Tissu KF Desen,CA,          ,1023381   ,1100731,VALB0087       ,IPIC_5_2                      ,IDESEN    ,SINST,MECA,2,2010-09,29,2010,07
8,10-08-20,2010,167,Cascades Groupe Tissu KF Desen,C3,          ,1023381-E1,1100809,VALB0087       ,IPIC_5_2                      ,IDESEN    ,SINST,MECA,1,2010-08,31,2010,08
8,10-08-26,2010,290,Plastiques Cascades,CA,          ,1023412   ,1100801,SERVO-048      ,PPRES010                      ,PTH10     ,SELEC,MOTEUR,3,2010-08,31,2010,08
10,10-10-20,2010,167,Cascades Groupe Tissu KF Desen,CA,          ,1023413   ,1100801,TXCE0045       ,ICIT_9                        ,IDESEN    ,SINST,MECA,1.5,2010-10,26,2010,08
10,10-10-19,2010,167,Cascades Groupe Tissu KF Desen,CA,          ,1023413   ,1100801,TXCE0045       ,ICIT_9                        ,IDESEN    ,SINST,MECA,5,2010-10,26,2010,08
12,10-12-14,2010,119,Cascades Canada - Sous-Station,D3,          ,1023726   ,1100802,STATION230KV   ,QSTA001                       ,QSTATION  ,SINST,MECA,1,2010-12,6,2010,08
2,11-02-10,2011,119,Cascades Canada - Sous-Station,C3,          ,1023761   ,1100803,INT0005        ,QSTA002                       ,QSTATION  ,SINST,MECA,2,2011-02,28,2010,08
8,10-08-16,2010,151,Cascades Papier Kingsey Falls,C3,          ,1023842   ,1100804,VAL0415        ,SMAG003                       ,SATEL     ,SINST,MECA,4,2010-08,31,2010,08
8,10-08-12,2010,151,Cascades Papier Kingsey Falls,C3,          ,1023842   ,1100804,VAL0415        ,SMAG003                       ,SATEL     ,SINST,MECA,6,2010-08,31,2010,08
8,10-08-11,2010,151,Cascades Papier Kingsey Falls,C3,          ,1023842   ,1100804,VAL0415        ,SMAG003                       ,SATEL     ,SINST,MECA,6,2010-08,31,2010,08
8,10-08-09,2010,151,Cascades Papier Kingsey Falls,C3,          ,1023842   ,1100804,VAL0415        ,SMAG003                       ,SATEL     ,SINST,MECA,1,2010-08,31,2010,08
8,10-08-09,2010,151,Cascades Papier Kingsey Falls,C3,          ,1023842   ,1100804,VAL0415        ,SMAG003                       ,SATEL     ,SINST,MECA,8,2010-08,31,2010,08
8,10-08-06,2010,151,Cascades Papier Kingsey Falls,C3,          ,1023842   ,1100804,VAL0415        ,SMAG003                       ,SATEL     ,SINST,MECA,4,2010-08,31,2010,08
8,10-08-04,2010,151,Cascades Papier Kingsey Falls,C3,          ,1023842   ,1100804,VAL0415        ,SMAG003                       ,SATEL     ,SINST,MECA,4,2010-08,31,2010,08
9,10-09-01,2010,161,Cascades Groupe Tissu KF Mac 1,CA,          ,1023903   ,1100804,VAL0445        ,ILIC109                       ,ILIC1     ,SINST,MECA,2,2010-09,29,2010,08
8,10-08-31,2010,161,Cascades Groupe Tissu KF Mac 1,CA,          ,1023903   ,1100804,VAL0445        ,ILIC109                       ,ILIC1     ,SINST,MECA,2,2010-08,31,2010,08
8,10-08-31,2010,161,Cascades Groupe Tissu KF Mac 1,CA,          ,1023903   ,1100804,VAL0445        ,ILIC109                       ,ILIC1     ,SINST,MECA,3,2010-08,31,2010,08
8,10-08-25,2010,161,Cascades Groupe Tissu KF Mac 1,C3,          ,1023903-E1,1100820,VAL0445        ,ILIC109                       ,ILIC1     ,SINST,MECA,1,2010-08,31,2010,08
9,10-09-21,2010,101,Cascades EC - Kingsey Falls,CA,          ,1023913   ,1100805,MDC-100-054    ,DCALD001                      ,DSEC      ,SELEC,MOTEUR,1,2010-09,29,2010,08
8,10-08-16,2010,101,Cascades EC - Kingsey Falls,CA,          ,1023913   ,1100805,MDC-100-054    ,DCALD001                      ,DSEC      ,SELEC,MOTEUR,4,2010-08,31,2010,08
4,11-04-08,2011,163,Cascades Groupe Tissu KF Mac 3,C3,          ,1024465   ,1100809,BAT0243        ,IABATISE3                     ,ILIC3     ,SINST,MECA,2,2011-04,41,2010,08
4,11-04-07,2011,163,Cascades Groupe Tissu KF Mac 3,C3,          ,1024465   ,1100809,BAT0243        ,IABATISE3                     ,ILIC3     ,SINST,MECA,2,2011-04,41,2010,08
10,10-10-13,2010,103,Cascades Forma-Pak -Mach. #1,MA,          ,1024494   ,1100809,FMAC1-M        ,FMAC1                         ,FMAC1     ,SINST,MECA,4,2010-10,26,2010,08
10,10-10-14,2010,103,Cascades Forma-Pak -Mach. #1,MA,          ,1024495   ,1100809,FMAC1-M        ,FMAC1                         ,FMAC1     ,SINST,MECA,2,2010-10,26,2010,08
10,10-10-13,2010,103,Cascades Forma-Pak -Mach. #1,MA,          ,1024495   ,1100809,FMAC1-M        ,FMAC1                         ,FMAC1     ,SINST,MECA,8,2010-10,26,2010,08
9,10-09-03,2010,103,Cascades Forma-Pak -Mach. #1,MA,          ,1024495   ,1100809,FMAC1-M        ,FMAC1                         ,FMAC1     ,SINST,MECA,3,2010-09,29,2010,08
12,10-12-14,2010,101,Cascades EC - Kingsey Falls,CA,          ,1024508   ,1100809,VALB0203       ,DPOMP060                      ,DHUM      ,SINST,MECA,3,2010-12,6,2010,08
8,10-08-11,2010,102,Cascades ConversionInc.,C3,          ,1024512   ,1100809,UHY0023        ,CUHYD001                      ,CPRE150   ,SINST,MECA,1,2010-08,31,2010,08
8,10-08-16,2010,163,Cascades Groupe Tissu KF Mac 3,CA,          ,1024526   ,1100731,DOU0094        ,IDOUC301C                     ,ILIC3     ,SINST,MECA,4,2010-08,31,2010,07
9,10-09-10,2010,102,Cascades ConversionInc.,C3,          ,1024607   ,1100810,MGB-002-014    ,CEXTR004A                     ,CEXT339   ,SELEC,MOTEUR,1,2010-09,29,2010,08
9,10-09-09,2010,102,Cascades ConversionInc.,C3,          ,1024607   ,1100810,MGB-002-014    ,CEXTR004A                     ,CEXT339   ,SELEC,MOTEUR,1,2010-09,29,2010,08
8,10-08-26,2010,102,Cascades ConversionInc.,C3,          ,1024607   ,1100810,MGB-002-014    ,CEXTR004A                     ,CEXT339   ,SELEC,MOTEUR,3,2010-08,31,2010,08
11,10-11-10,2010,118,Cascades Canada - Trait. eaux,C3,          ,1024643   ,1100811,DAC0001        ,TCOMP002                      ,TUSINE    ,SELEC,MOTEUR,2,2010-11,7,2010,08
8,10-08-13,2010,101,Cascades EC - Kingsey Falls,CA,          ,1024679   ,1100811,CYLC0045       ,DTENS010                      ,DSCH      ,SINST,MECA,2,2010-08,31,2010,08
11,10-11-23,2010,167,Cascades Groupe Tissu KF Desen,PA,IPVER128  ,1024938   ,1100813,UHY0084        ,IUHYD702                      ,IDESEN    ,SINST,MECA,2,2010-11,7,2010,08
8,10-08-13,2010,115,CSA - Magasin,C3,          ,1024999   ,1100813,BAT0150        ,SBATI004                      ,SMAGA     ,SELEC,MOTEUR,8,2010-08,31,2010,08
8,10-08-13,2010,115,CSA - Magasin,C3,          ,1024999   ,1100813,BAT0150        ,SBATI004                      ,SMAGA     ,SELEC,MOTEUR,2,2010-08,31,2010,08
8,10-08-12,2010,115,CSA - Magasin,C3,          ,1024999   ,1100813,BAT0150        ,SBATI004                      ,SMAGA     ,SELEC,MOTEUR,7,2010-08,31,2010,08
8,10-08-11,2010,115,CSA - Magasin,C3,          ,1024999   ,1100813,BAT0150        ,SBATI004                      ,SMAGA     ,SELEC,MOTEUR,2,2010-08,31,2010,08
8,10-08-11,2010,115,CSA - Magasin,C3,          ,1024999   ,1100813,BAT0150        ,SBATI004                      ,SMAGA     ,SELEC,MOTEUR,2,2010-08,31,2010,08
11,10-11-22,2010,115,CSA - Magasin,C3,          ,1025001   ,1100813,BAT0896        ,SBATI004                      ,SMAGA     ,SINST,MECA,1,2010-11,7,2010,08
11,10-11-22,2010,115,CSA - Magasin,C3,          ,1025001   ,1100813,BAT0896        ,SBATI004                      ,SMAGA     ,SELEC,MOTEUR,2,2010-11,7,2010,08
11,10-11-22,2010,115,CSA - Magasin,C3,          ,1025001   ,1100813,BAT0896        ,SBATI004                      ,SMAGA     ,SELEC,MOTEUR,1.5,2010-11,7,2010,08
11,10-11-19,2010,115,CSA - Magasin,C3,          ,1025001   ,1100813,BAT0896        ,SBATI004                      ,SMAGA     ,SELEC,MOTEUR,8,2010-11,7,2010,08
8,10-08-19,2010,115,CSA - Magasin,C3,          ,1025001   ,1100813,BAT0896        ,SBATI004                      ,SMAGA     ,SELEC,MOTEUR,1,2010-08,31,2010,08
8,10-08-16,2010,115,CSA - Magasin,C3,          ,1025001   ,1100813,BAT0896        ,SBATI004                      ,SMAGA     ,SELEC,MOTEUR,6,2010-08,31,2010,08
8,10-08-13,2010,115,CSA - Magasin,C3,          ,1025001   ,1100813,BAT0896        ,SBATI004                      ,SMAGA     ,SELEC,MOTEUR,4,2010-08,31,2010,08
8,10-08-12,2010,115,CSA - Magasin,C3,          ,1025001   ,1100813,BAT0896        ,SBATI004                      ,SMAGA     ,SELEC,MOTEUR,8,2010-08,31,2010,08
8,10-08-12,2010,115,CSA - Magasin,C3,          ,1025001   ,1100813,BAT0896        ,SBATI004                      ,SMAGA     ,SELEC,MOTEUR,3.25,2010-08,31,2010,08
8,10-08-12,2010,115,CSA - Magasin,C3,          ,1025001   ,1100813,BAT0896        ,SBATI004                      ,SMAGA     ,SELEC,MOTEUR,0.75,2010-08,31,2010,08
8,10-08-12,2010,115,CSA - Magasin,C3,          ,1025001   ,1100813,BAT0896        ,SBATI004                      ,SMAGA     ,SELEC,MOTEUR,0.25,2010-08,31,2010,08
9,10-09-30,2010,102,Cascades ConversionInc.,C3,          ,1025008   ,1100813,MGB-003-006    ,CVALV001                      ,CEXT337   ,SELEC,MOTEUR,1,2010-09,29,2010,08
9,10-09-27,2010,102,Cascades ConversionInc.,C3,          ,1025008   ,1100813,MGB-003-006    ,CVALV001                      ,CEXT337   ,SELEC,MOTEUR,1.5,2010-09,29,2010,08
10,10-10-28,2010,163,Cascades Groupe Tissu KF Mac 3,C3,          ,1025125   ,1100817,ITEM-27117     ,MMAGA115                      ,SMAGA     ,SINST,MECA,5,2010-10,26,2010,08
10,10-10-20,2010,163,Cascades Groupe Tissu KF Mac 3,C3,          ,1025125   ,1100817,ITEM-27117     ,MMAGA115                      ,SMAGA     ,SINST,MECA,4,2010-10,26,2010,08
8,10-08-19,2010,163,Cascades Groupe Tissu KF Mac 3,C3,          ,1025125   ,1100817,ITEM-27117     ,MMAGA115                      ,SMAGA     ,SINST,MECA,4,2010-08,31,2010,08
9,10-09-29,2010,101,Cascades EC - Kingsey Falls,CA,          ,1025151   ,1100817,VAL0326        ,DPIC046                       ,DHUM      ,SINST,MECA,1,2010-09,29,2010,08
9,10-09-28,2010,101,Cascades EC - Kingsey Falls,CA,          ,1025151   ,1100817,VAL0326        ,DPIC046                       ,DHUM      ,SINST,MECA,2,2010-09,29,2010,08
8,10-08-19,2010,102,Cascades ConversionInc.,C3,          ,1025183   ,1100817,LAM0001        ,CLAMI001                      ,CEXT378   ,SELEC,MOTEUR,2,2010-08,31,2010,08
8,10-08-31,2010,161,Cascades Groupe Tissu KF Mac 1,CA,          ,1025186   ,1100817,VALG0147       ,INETT102                      ,ILIC1     ,SINST,MECA,2,2010-08,31,2010,08
8,10-08-25,2010,161,Cascades Groupe Tissu KF Mac 1,C3,          ,1025205-E1,1100819,NET0032        ,INETT102                      ,ILIC1     ,SINST,MECA,1,2010-08,31,2010,08
9,10-09-01,2010,161,Cascades Groupe Tissu KF Mac 1,CA,          ,1025209   ,1100817,IFIC123-M      ,IFIC123                       ,ILIC1     ,SINST,MECA,2,2010-09,29,2010,08
8,10-08-31,2010,161,Cascades Groupe Tissu KF Mac 1,CA,          ,1025209   ,1100817,IFIC123-M      ,IFIC123                       ,ILIC1     ,SINST,MECA,2,2010-08,31,2010,08
8,10-08-31,2010,161,Cascades Groupe Tissu KF Mac 1,CA,          ,1025209   ,1100817,IFIC123-M      ,IFIC123                       ,ILIC1     ,SINST,MECA,2,2010-08,31,2010,08
8,10-08-25,2010,161,Cascades Groupe Tissu KF Mac 1,C3,          ,1025209-E1,1100819,NET0164        ,INETT111                      ,ILIC1     ,SINST,MECA,1,2010-08,31,2010,08
8,10-08-31,2010,161,Cascades Groupe Tissu KF Mac 1,CA,          ,1025210   ,1100817,ICSIC101-M     ,ICSIC101                      ,ILIC1     ,SINST,MECA,2,2010-08,31,2010,08
